path	bytes	class	risk	reason
tmp/fix-searchitem-prompt.md	2090	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/B-map-brief.md	2087	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/3d-full-verdict-2026-08-10.md	2068	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recruiter-assets-report.md	2065	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scene-edge.mjs	2058	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-probe-brief.md	2056	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-dpr-prompt.md	2055	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/W5-3dfull-gitstatus.txt	2055	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s11.txt	2053	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-cleanup-report.md	2047	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-hero-new.txt	2042	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/TI7-tmp-ttl-sweep-report.md	2042	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-ui-a11y-REPORT.md	2038	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-a11y-motion-REPORT.md	2036	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-hero-old.txt	2027	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round4-report-devstral.md	2026	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-restore-cleanup-REPORT.md	2025	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-scoring-cache-REPORT.md	2017	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/wave8-execution-backlog.md	2011	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/validator-c1.md	2004	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-skills-trim-brief.md	1994	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/focus-pocket-audit-REPORT.md	1990	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/overlap2.mjs	1986	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-state-prompt.md	1978	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/verify-utils-fix.js	1974	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-hotspot-architecture-20260812	1971	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/D3-rich-exec-brief.md	1963	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/thread-inspector-panel-extraction-report.md	1961	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-hotspot-ui-journey-20260812	1959	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-calculate-reads2.mjs	1956	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-focuslayer-prompt.md	1955	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-audio-ui-prompt.md	1955	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/rail-reach-check.mjs	1953	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-root-height.mjs	1953	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/settimeout-audit-report.md	1951	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-logfare-noprofile.mjs	1950	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/cold-load-timing.mjs	1944	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-hotspot-test-quality-20260812	1941	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-health-ui-20260812	1941	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-engine-sync-prompt.md	1935	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-a11y-motion-prompt.md	1928	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/action-132-prompt.md	1927	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-session-recovery-20260817.md	1923	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-search-fresh-2.md	1920	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-rebuilt-search-2.md	1920	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sa1-REPORT.md	1914	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h1-audit2.mjs	1912	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-S2-case-study-brief.md	1905	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-searchstore-prompt.md	1903	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/w35-devgui	1893	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/patch-router-reframe.mjs	1893	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-header-prompt.md	1889	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gate-delta-REPORT.md	1885	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/verify-flesh-physics.mjs	1879	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gh-flesh-scan.mjs	1877	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/flesh-door-a-setup.md	1873	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-worker-parity-REPORT.md	1872	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-test-pins-prompt.md	1860	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lead-aria-sync.md	1859	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/configure-crash-dumps.ps1	1854	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-escape-expanded.mjs	1852	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/m1-2.findings.md	1847	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-attr-reads2.txt	1840	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/W5-3dfull-report.md	1828	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/t3-3-investigation-report.md	1825	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-why.log	1823	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/run-contract-suite.mjs	1822	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-journey2-prompt.md	1819	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-136-boot-wait.md	1814	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/role-label-fix-report.md	1810	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/webgl-env-probe.mjs	1806	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-A-prompt.md	1805	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/F-so-b-brief.md	1798	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-brief-interactive-retry-patch.md	1796	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/revert-placeholder2d.cjs	1787	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/diskusage-desktop.txt	1786	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-param-prop.mjs	1784	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-journey-worker-report.md	1784	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-autorotate-REPORT.md	1782	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s5.txt	1781	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-live2.mjs	1775	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW3-post-fold-deadcode-report.md	1769	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-scan-detail.mjs	1765	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/seam3-brief.md	1764	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/verify-reduced.log	1763	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-8797-final.json	1762	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-canvas-timeout-report.md	1760	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-broken-fms.mjs	1758	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-short-landscape-geometry.json	1756	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/capture-flesh.mjs	1753	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/mobile-band-verify.mjs	1746	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/model-graduation-probe-report.md	1736	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-workers-prompt.md	1734	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-calculate-reads.mjs	1733	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_h2_analyze.mjs	1723	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-final.mjs	1717	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/node-spike-monitor.ps1	1717	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/reprobe-chat.cjs	1716	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D1-docs.md	1704	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-fix-selector-report.md	1704	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-L1-prompt.md	1701	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dots-direct-context-ladder-20260818.mjs	1699	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW3-final.txt	1692	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-brief-pi-jobs-improvements.md	1687	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dots-upstream-boundary-probe-20260818.mjs	1683	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-k3-ceiling.mjs	1669	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/3denv-REPORT.md	1668	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h1-audit.mjs	1665	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ia1-js-reduced-motion-animation-guard-contract.log	1655	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-mjs-js-reduced-motion-animation-guard-contract.out	1655	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/search-adversarial-out.txt	1651	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-calculate-consumers.mjs	1648	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-keyboard-prompt.md	1646	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recon3.out.txt	1638	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/trail-diagnose.js	1637	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-8797-search.md	1631	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-focus.mjs	1629	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/why-click-path.mjs	1627	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/w-kilo-report.md	1623	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-threads-f23-REPORT.md	1619	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-hover6.mjs	1614	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fixq-w1.md	1607	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-136-prompt.md	1602	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW3-count2.sh	1595	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gate-delta2-REPORT.md	1592	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round2-report.md	1592	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round2-report-prev-minimax-session.md	1592	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round2-report-codestral.md	1592	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-focus-back.mjs	1590	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-expanded-search-flow.mjs	1589	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gate-bank2-REPORT.md	1586	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-search-S1-REPORT.md	1581	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/crash-triage-20260814.md	1570	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fixq-closeout.md	1569	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-barrel-REPORT.md	1564	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-param-prop-edge-runner.mjs	1555	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-max-tokens.cjs	1555	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-check-no-parity.mjs	1555	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/inspect_wlan_functions.py	1539	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-chunk-comment.cjs	1538	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-results-rules-after-build.json	1535	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dots-live-smoke-20260818.mjs	1523	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-alive-2026-08-17.md	1521	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-B-prompt.md	1518	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/.tmp-audit-parse.mjs	1518	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-personality-contract-REPORT.md	1516	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/E-polish-brief.md	1516	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-search-live.mjs	1515	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/overlap3.mjs	1515	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-rebuilt-search.md	1512	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-edge-test-output.txt	1510	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-trail-fixed.mjs	1506	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_gather.js	1505	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-threads-F1-REPORT.md	1500	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/jd-e2e3.log	1485	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recon2.out.txt	1482	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-escape-input.mjs	1477	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-param-prop-runner.mjs	1476	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/harness-observability-report.md	1475	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-zombie-brief.md	1469	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-edge-mainlane-NOTE.md	1462	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-highlight-fix.js	1461	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-modelscope-keys.mjs	1458	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D-prompt.md	1449	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-sweep-D3.md	1448	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pixels-flesh.mjs	1447	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/compression-probe.mjs	1445	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/svelte-check-output.txt	1444	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-L2-prompt.md	1436	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/skills-merge-J-REPORT.md	1435	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/shittiest-prompt-minimax-test.md	1427	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/shittiest-prompt-kiro-engine.md	1410	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-test-pins-REPORT.md	1409	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-S2-dataintegrity.md	1405	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/webdriver-renderkind-probe.mjs	1404	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-reduced-motion.mjs	1403	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-L3-prompt.md	1402	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/jd-e2e6.log	1399	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test_rf_cld_probe_contract.py	1396	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-harness-live-smoke-20260810	1395	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-W2-dewindowing-sweep-verify.log	1394	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-hydrate-REPORT.md	1390	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-showmore-REPORT.md	1382	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/patch-401-failover.mjs	1381	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tmp-budget-size.mjs	1374	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/refactor-currentview-REPORT.md	1362	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gen-protected-refs.mjs	1362	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-no-results.mjs	1352	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-child-keys.mjs	1351	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-cross-seam-adversarial-20260812-retry	1350	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D1-prompt.md	1349	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-engine-concurrent-restore-20260812	1348	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-coordinator-REPORT.md	1344	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check_webauthn.cjs	1344	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-search-fresh.md	1343	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/w57-zydit-v1-baseurl-fix-report.md	1337	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-force.log	1336	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-C-prompt.md	1335	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round5-report-mistral-mistral-medium-2508.md	1334	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/shittiest-prompt-dsv4pro-orchestration.md	1333	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-compass.mjs	1332	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-engine-degraded-REPORT.md	1331	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-phantom4.mjs	1328	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/mock-leak-severity-NOTE.md	1316	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-health-worktree-20260812	1295	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-verify.cjs	1293	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/disassemble_range.py	1293	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/transformed-debug.ts	1292	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-goal-reliability-20260810-retry	1291	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gate-bank-REPORT.md	1290	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-phantom3.cjs	1290	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-134-prompt.md	1282	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-health-state-20260812	1280	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/transformed-api-url.ts	1273	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-audit-fix-judge-20260812	1265	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fixq-w2.md	1265	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-worktree-inventory-20260812	1262	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-health-state-retry-20260812	1261	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-cross-seam-adversarial-20260812	1259	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-extensions-update2.log	1259	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/m1-1.findings.md	1258	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-test-resource-quality-20260812	1248	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/shittiest-prompt-kimi-docs.md	1248	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-reconcile.mjs	1245	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-state-seams-20260812	1240	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-repair-pi-provider-20260812	1238	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-consolidation-hotspots-20260812	1238	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-health-worktree-retry-20260812	1236	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-claims-prelim-NOTE.md	1235	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-searchctx.mjs	1234	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-full-scan.mjs	1231	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-trail-dist.mjs	1229	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-consolidation-tests-20260812	1228	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-consolidation-worktree-20260812	1225	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-health-ui-retry-20260812	1224	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-health-engine-20260812	1224	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-search-staticdev-fix-20260812	1222	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tray-snapshot.js	1221	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_grep_findings.txt	1212	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-provider-smoke-20260812	1209	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/list_reloc_xrefs.py	1209	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/transformed-svelte-rune-shim.mjs	1208	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/shittiest-prompt-dsv4flash-state.md	1208	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/source-inspect-convert-report.md	1206	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/readiness-verify-20260811	1201	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-peek-search.mjs	1200	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/landmine-fold-annotation.md	1190	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/contract-repoint-report.md	1189	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/m1-3.findings.md	1188	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D3-prompt.md	1177	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-dive.mjs	1177	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm2	1173	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-boot3.mjs	1167	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/trail-debug-notes.md	1165	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D4-prompt.md	1163	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
